EmployeeID,Age,Gender,Country,JobRole,Department,YearsAtCompany,TeamSize,SalaryRange,WorkHoursPerWeek,RemoteWork,CommuteTime,ScheduleFlexibilityScore,CanAdjustWorkHours,DependentsCount,CareHoursPerWeek,JobSatisfaction,StressLevel,SleepHours,PhysicalActivityHrs,HasMentalHealthSupport,HasTherapyAccess,MentalHealthDaysTaken,ManagerSupportScore,FeelsSafeRaisingConcerns,WorkplaceInclusionScore,ProductivityScore,CareerGrowthScore,WorkLifeBalanceScore,BurnoutRisk
1782,45,Female,UK,Developer,HR,28,7,Low,42,1,46,4,1,1,34,7,2,8.4,2.8,1,0,4,8,0,4,2,4,5,0
1783,52,Female,India,Developer,HR,14,21,Medium,36,1,109,1,0,0,22,7,6,7.6,5.2,0,0,10,10,1,6,1,2,8,0
1784,27,Female,India,Manager,HR,29,10,Medium,33,1,28,9,0,1,32,6,2,7.7,5.0,0,0,3,2,1,2,7,7,1,0
1785,23,Female,Germany,HR,Operations,18,11,High,44,0,79,6,0,1,1,3,10,4.5,5.2,1,0,14,8,0,6,8,2,4,1
1786,41,Female,Germany,Manager,Operations,25,17,Medium,49,0,99,2,0,1,35,6,5,7.6,0.8,1,1,4,9,1,8,7,2,9,0
1787,49,Female,India,Manager,Finance,19,6,Medium,57,0,16,7,0,1,20,2,5,5.3,1.5,1,1,3,10,1,9,4,4,10,0
1788,32,Female,Canada,Analyst,Operations,5,11,Medium,56,1,19,3,0,1,13,10,4,6.8,0.2,1,0,7,10,0,4,9,5,5,0
1789,25,Female,India,Analyst,HR,18,9,Low,45,0,77,6,0,3,13,1,5,6.3,5.9,0,0,5,6,1,5,2,10,10,0
1790,36,Female,USA,HR,Operations,26,10,Medium,36,1,113,8,1,3,10,8,7,6.8,1.4,1,1,13,1,1,8,5,3,10,0
1791,27,Female,UK,Designer,Tech,24,17,Medium,33,1,5,3,1,2,3,3,10,5.0,2.2,0,0,14,3,1,10,2,9,3,1
1792,51,Female,Canada,Analyst,Finance,7,21,Low,35,1,21,5,1,3,29,8,2,6.3,1.6,1,1,12,5,0,2,3,10,3,0
1793,59,Female,USA,Designer,Finance,5,17,Medium,43,1,103,6,1,0,35,3,1,4.6,0.2,1,0,0,3,0,10,2,6,9,0
1794,23,Female,Canada,Developer,Operations,19,7,Medium,42,1,8,1,1,2,19,2,4,4.7,1.6,1,1,4,3,1,2,8,8,1,1
1795,36,Female,USA,Analyst,HR,22,21,Medium,35,0,31,10,1,1,15,8,7,7.1,0.6,1,1,0,9,0,9,10,5,6,0
1796,32,Female,UK,Analyst,Finance,28,9,Medium,40,0,87,7,0,2,33,3,1,8.3,2.4,1,0,11,5,0,6,6,8,6,0
1797,29,Female,UK,HR,Tech,14,8,Medium,41,0,32,4,1,0,7,8,4,7.6,5.8,1,1,2,8,1,10,5,10,10,0
1798,47,Female,Germany,Designer,Tech,26,21,Medium,58,1,76,10,1,2,19,2,6,6.4,4.2,1,1,11,7,1,9,5,6,8,0
1799,26,Female,USA,Analyst,Finance,2,19,High,37,0,98,7,1,0,20,4,6,4.7,4.2,0,1,10,4,1,10,9,7,8,0
1800,27,Female,Germany,Analyst,HR,9,12,Low,46,1,69,7,1,0,39,9,1,4.7,2.7,1,0,5,3,0,7,2,2,1,1
1801,47,Female,USA,HR,HR,14,21,High,62,0,48,5,1,2,29,1,7,5.1,4.9,0,0,8,3,0,5,1,6,7,1
1802,25,Female,Germany,HR,Operations,23,13,Medium,53,0,103,8,1,2,35,2,5,8.4,5.4,1,0,2,2,0,9,6,5,10,0
1803,40,Female,UK,Designer,Operations,15,17,Medium,37,0,29,8,1,1,4,2,6,6.1,5.8,1,0,11,5,1,9,8,8,1,0
1804,41,Female,Canada,Developer,Finance,16,12,Medium,64,1,101,5,1,2,20,9,1,7.9,0.6,0,0,11,2,1,2,8,5,8,0
1805,54,Female,Germany,Developer,Operations,18,13,Low,60,1,15,5,0,0,37,10,7,7.3,5.3,1,1,11,2,0,8,6,7,5,1
1806,41,Female,USA,Manager,Operations,10,5,Low,52,1,64,7,1,2,22,5,4,6.9,1.4,1,0,14,4,0,8,3,4,2,0
1807,33,Female,USA,Analyst,Operations,15,5,Medium,61,1,105,6,1,0,18,4,3,8.3,2.4,1,0,12,6,1,2,3,2,3,0
1808,22,Female,UK,Designer,Tech,4,20,Medium,52,1,81,4,1,2,9,10,4,5.4,2.1,0,0,3,6,1,10,2,3,9,0
1809,47,Female,USA,Analyst,Operations,4,13,Medium,53,1,85,2,1,1,26,10,9,6.3,4.1,1,0,12,8,1,7,2,10,2,1
1810,35,Female,India,Designer,Finance,25,22,Medium,51,1,89,8,0,3,34,4,5,8.0,3.6,1,0,9,6,0,1,2,4,4,0
1811,59,Female,Canada,Designer,HR,13,24,Low,53,1,13,3,1,1,12,7,5,6.7,0.7,1,1,0,6,1,5,7,3,7,0
1812,58,Female,Germany,Designer,Operations,17,20,Low,42,1,55,2,1,1,8,3,8,5.5,4.7,1,1,9,4,1,5,10,7,8,1
1813,32,Female,Canada,Analyst,HR,25,17,Medium,62,1,36,10,1,1,16,9,7,5.3,2.6,1,1,1,5,1,10,9,5,3,1
1814,57,Female,UK,HR,Operations,7,9,Low,44,1,48,7,0,1,30,5,3,7.5,0.0,0,0,12,7,1,5,10,3,10,0
1815,34,Female,Germany,Analyst,Finance,4,12,Medium,49,1,77,10,0,0,23,9,1,4.6,2.5,1,1,12,10,0,2,7,3,10,0
1816,24,Female,Germany,Designer,Tech,6,23,Low,53,1,89,6,1,2,18,1,2,8.2,3.1,1,0,6,9,1,3,8,9,9,0
1817,54,Female,India,Manager,Finance,15,22,Medium,48,0,49,8,0,1,29,10,3,4.6,0.4,1,0,7,4,1,6,5,9,8,0
1818,27,Female,UK,Developer,Tech,22,12,Low,56,1,35,6,1,1,4,8,1,7.0,0.9,1,0,0,10,0,1,2,5,6,0
1819,31,Female,USA,Designer,Operations,13,15,Low,63,0,51,7,0,0,7,2,1,6.9,6.0,1,0,8,1,1,6,8,2,8,0
1820,26,Female,India,Manager,Operations,4,17,Medium,46,1,22,2,1,0,36,8,8,6.8,5.2,1,1,5,6,1,6,5,10,10,0
1821,44,Female,India,HR,Tech,23,20,Medium,44,1,65,10,0,1,35,4,8,6.4,0.8,0,1,0,2,0,7,9,5,8,0
1822,31,Female,Canada,Designer,Finance,8,6,Low,57,1,102,2,1,3,24,2,2,7.9,3.5,0,1,14,7,1,9,6,4,3,0
1823,23,Female,Canada,Manager,Finance,3,22,High,42,0,70,6,1,1,4,2,8,7.1,2.3,1,0,3,6,1,9,7,6,7,0
1824,34,Female,Canada,Designer,Tech,3,19,Low,44,0,102,9,0,0,32,6,2,7.6,3.3,0,0,3,9,1,4,1,10,8,0
1825,23,Female,India,Analyst,Operations,15,5,Medium,64,0,44,3,1,0,21,3,5,5.0,2.8,0,0,6,6,1,2,8,6,6,1
1826,41,Female,USA,Manager,Tech,23,23,Low,32,0,114,10,0,3,24,10,1,4.7,0.3,1,1,0,6,0,5,7,6,6,0
1827,22,Female,Germany,Analyst,Operations,16,23,Low,58,1,85,8,1,2,28,3,9,4.6,1.9,1,0,12,4,0,1,7,7,7,1
1828,58,Female,Canada,Analyst,Tech,14,4,Medium,63,1,27,5,1,3,29,9,4,5.1,0.8,1,0,9,9,1,5,7,2,4,0
1829,30,Female,USA,Manager,Operations,3,6,Low,46,1,101,6,0,0,29,5,10,7.2,2.9,1,0,8,3,1,10,7,4,10,1
1830,38,Female,UK,Developer,Tech,5,3,Medium,62,1,19,6,0,3,30,7,2,6.5,5.4,0,1,13,1,0,3,1,9,10,0
1831,30,Female,Canada,Manager,HR,15,17,Low,37,0,48,10,1,2,33,5,1,7.5,6.0,0,1,0,10,1,7,9,5,9,0
1832,32,Female,Germany,Developer,Operations,28,3,Medium,56,0,56,3,0,3,27,2,6,5.3,5.7,1,0,9,8,1,7,7,1,3,1
1833,36,Female,UK,Designer,Finance,3,8,Low,49,0,81,5,0,0,9,8,8,6.0,5.9,1,1,2,8,0,3,7,6,7,0
1834,45,Female,UK,Designer,Tech,5,9,Low,53,1,87,1,1,2,3,9,4,8.1,0.1,1,1,0,1,1,5,1,5,9,0
1835,59,Female,Germany,Manager,Finance,4,21,Low,62,1,96,2,0,1,32,2,1,8.2,4.4,0,1,0,9,0,9,6,2,8,0
1836,56,Female,Canada,Designer,Tech,15,14,Medium,40,1,58,10,1,1,16,2,1,8.2,1.6,1,1,3,2,1,4,10,3,7,0
1837,51,Female,India,HR,Finance,29,3,Medium,34,0,118,3,1,1,10,4,6,7.8,5.2,1,1,1,6,0,2,8,3,5,0
1838,52,Female,Germany,Analyst,Finance,24,9,High,64,0,108,4,0,2,6,8,2,7.3,4.9,0,0,13,9,1,3,5,7,2,0
1839,26,Female,Germany,Analyst,Tech,15,21,Medium,58,1,25,9,0,3,16,5,5,8.2,2.5,0,1,8,6,1,1,1,5,2,0
1840,35,Female,Germany,Developer,Tech,9,15,Medium,32,0,18,1,1,2,27,5,2,7.4,2.8,1,1,13,7,1,5,5,9,4,0
1841,32,Female,UK,Designer,Finance,8,14,Medium,40,1,111,3,0,2,16,7,9,8.3,1.6,0,0,0,9,1,9,2,1,5,0
1842,30,Female,USA,Developer,Finance,3,14,Low,36,0,105,3,0,2,9,4,2,4.6,1.7,1,1,2,5,0,2,2,3,4,0
1843,55,Female,India,Analyst,Finance,28,24,Low,46,0,12,6,1,2,25,9,5,8.2,5.9,0,0,1,1,1,3,4,10,2,1
1844,33,Female,Canada,Analyst,Operations,13,15,Medium,40,1,73,5,1,1,5,4,4,6.7,5.3,0,1,0,9,1,3,4,8,4,0
1845,56,Female,Canada,Designer,Operations,3,16,Medium,59,0,61,3,0,1,16,8,1,4.9,1.2,0,0,10,10,1,7,10,3,5,0
1846,56,Female,USA,HR,HR,11,24,Low,44,1,13,4,1,2,15,3,10,5.4,1.7,0,1,8,7,1,10,7,3,4,1
1847,22,Female,Germany,HR,Operations,23,14,Medium,55,1,72,7,1,0,38,6,9,7.9,0.7,0,0,4,8,0,7,9,8,6,0
1848,43,Female,India,Designer,Operations,9,22,Medium,41,1,116,3,1,2,25,1,3,6.5,5.9,1,0,10,2,0,1,2,10,10,0
1849,50,Female,Canada,Designer,Tech,3,14,Medium,53,1,10,9,1,2,3,7,10,8.4,5.4,0,0,5,5,1,3,8,3,7,0
1850,29,Female,Canada,Developer,HR,17,8,Low,53,1,66,8,1,1,19,7,8,5.0,3.3,1,0,7,8,0,1,8,2,5,1
1851,32,Female,Germany,Designer,HR,12,12,Medium,51,0,103,2,0,3,10,2,4,6.2,4.2,1,1,6,7,1,9,8,3,9,0
1852,58,Female,USA,HR,Operations,12,22,Low,41,1,11,5,0,1,22,5,9,5.8,4.5,0,0,12,7,1,7,9,2,4,1
1853,35,Female,India,Designer,Tech,13,11,Low,41,1,34,4,0,0,32,4,5,6.6,1.2,0,0,6,4,1,5,9,8,10,0
1854,51,Female,USA,Developer,Tech,17,4,Medium,57,0,102,5,0,1,30,10,2,7.0,5.6,1,1,8,2,0,7,10,5,2,1
1855,56,Female,USA,Developer,HR,0,9,Low,56,1,109,3,0,3,6,9,8,7.1,3.2,0,0,2,10,1,3,7,3,10,0
1856,42,Female,India,Developer,Tech,20,11,Low,59,1,38,10,0,3,21,2,4,4.5,0.6,1,0,9,3,0,3,5,8,8,0
1857,58,Female,India,Developer,Finance,15,14,Low,44,1,31,1,1,1,4,3,2,4.9,2.4,1,0,14,9,1,1,7,8,4,0
1858,26,Female,Canada,Manager,Operations,14,7,Medium,46,1,102,8,0,0,36,1,6,4.6,3.6,0,1,14,4,0,5,7,4,4,1
1859,40,Female,Canada,Designer,Finance,21,3,Low,37,0,13,9,1,0,0,10,1,8.0,2.1,1,1,7,1,1,7,10,9,3,0
1860,35,Female,India,Analyst,HR,24,24,Low,43,1,107,8,0,1,5,5,8,5.8,4.2,1,1,5,10,1,3,10,1,9,0
1861,47,Female,UK,Designer,HR,4,17,Medium,50,0,64,4,1,1,3,3,9,6.0,5.3,0,1,7,4,1,5,7,7,4,1
1862,25,Female,Canada,Manager,Tech,28,10,Medium,63,0,26,2,1,2,29,4,7,6.3,4.6,0,1,3,8,0,10,8,5,2,1
1863,46,Female,UK,Developer,Tech,5,3,High,42,1,100,4,1,2,29,4,9,7.9,3.9,1,1,0,8,0,1,2,7,1,1
1864,46,Female,India,Manager,HR,5,20,Low,64,1,59,9,1,2,16,6,2,4.6,3.1,1,0,10,10,0,7,4,10,1,0
1865,39,Female,Canada,HR,HR,2,15,Low,33,0,42,10,1,0,23,10,1,5.0,1.5,0,0,12,10,1,8,9,8,8,0
1866,29,Female,USA,HR,Finance,15,3,Medium,46,1,64,9,1,1,30,7,7,7.2,2.7,0,0,2,2,0,8,4,3,1,1
1867,35,Female,India,Designer,Finance,11,7,Low,36,1,54,5,0,2,27,7,4,8.4,1.8,0,0,9,10,0,1,2,3,5,0
1868,53,Female,Germany,Designer,Tech,3,20,High,46,1,108,5,1,2,3,8,10,7.1,5.6,0,1,2,4,0,4,7,1,8,0
1869,59,Female,UK,Analyst,Finance,0,18,Medium,41,1,92,10,1,0,38,3,8,5.5,5.4,0,0,12,7,1,9,6,5,7,0
1870,54,Female,India,Analyst,Tech,3,12,Low,48,1,87,3,0,1,18,5,3,6.6,0.9,0,1,0,8,1,2,4,8,7,0
1871,44,Female,India,HR,Tech,0,6,Medium,55,0,118,6,0,2,23,10,7,8.4,4.9,1,0,13,1,1,1,8,1,8,0
1872,36,Female,Canada,Developer,Operations,20,3,Low,41,0,80,7,0,0,6,6,7,6.6,4.2,1,0,12,8,1,6,6,2,3,0
1873,54,Female,Canada,Manager,Tech,26,10,High,61,1,34,10,0,2,8,6,10,6.0,5.9,1,0,13,1,0,1,8,2,5,1
1874,46,Female,Canada,Analyst,Finance,26,7,High,34,1,94,9,0,1,21,8,9,6.0,2.8,1,0,13,6,1,6,4,10,2,1
1875,38,Female,Germany,Analyst,HR,7,4,Medium,34,1,105,7,1,0,1,5,4,8.4,4.3,0,1,4,5,1,1,2,2,5,0
1876,54,Female,Canada,Developer,HR,23,19,Low,36,1,31,3,0,2,26,5,10,7.4,3.1,0,1,12,10,1,6,6,5,5,1
1877,23,Female,India,Developer,Finance,4,9,Low,59,1,18,7,1,0,15,1,1,7.2,0.4,1,1,11,7,1,9,9,10,2,0
1878,35,Female,Canada,Designer,HR,29,19,Low,45,0,94,1,1,1,4,1,7,5.4,0.3,1,0,5,6,1,5,9,7,10,0
1879,27,Female,USA,Manager,Tech,25,8,Low,42,0,38,2,1,1,11,6,10,6.7,0.7,1,0,8,10,1,4,9,3,6,1
1880,27,Female,Canada,Developer,HR,1,24,Medium,39,0,19,4,1,2,25,10,6,5.9,1.8,0,0,7,1,1,8,3,1,1,1
1881,24,Female,Germany,Analyst,Finance,11,17,High,39,1,27,7,0,2,14,10,1,5.5,1.6,1,1,3,6,1,4,3,9,8,0
1882,28,Female,USA,Analyst,HR,21,7,Medium,43,0,2,9,1,0,2,5,9,8.1,4.4,0,0,5,3,1,4,10,9,1,1
1883,29,Female,India,HR,Tech,16,17,Medium,46,1,31,5,0,2,8,10,10,6.0,4.3,1,1,2,6,0,9,3,4,3,1
1884,36,Female,India,Developer,Tech,6,20,Medium,50,0,85,8,1,0,27,6,8,5.6,5.8,0,1,0,7,1,1,5,5,1,1
1885,50,Female,UK,Designer,Finance,10,20,High,59,1,107,7,0,1,38,9,10,8.2,1.9,1,0,8,6,1,3,5,4,2,1
1886,54,Female,USA,Manager,Finance,3,23,Low,38,0,57,5,1,1,35,8,4,5.3,5.6,0,1,7,9,0,4,5,8,7,0
1887,51,Female,UK,Designer,Finance,4,23,Medium,38,1,53,3,0,2,24,7,5,7.5,3.7,1,1,5,9,1,8,8,1,7,0
1888,48,Female,USA,Analyst,Operations,5,8,Medium,61,0,41,3,1,0,27,7,8,7.1,3.0,1,0,2,8,1,1,10,4,5,1
1889,57,Female,USA,Designer,Operations,10,4,High,49,0,116,6,0,0,20,6,2,8.2,4.0,1,1,10,5,0,3,8,4,5,0
1890,50,Female,Germany,Analyst,Tech,0,19,High,55,1,107,10,1,1,28,6,6,7.8,4.2,1,1,4,10,0,2,8,3,7,0
1891,59,Female,UK,Analyst,Operations,24,23,Medium,37,0,14,4,1,0,24,1,10,7.3,1.0,0,0,13,3,1,6,9,4,10,1
1892,54,Female,Germany,Analyst,Operations,9,6,Low,35,1,101,3,1,3,29,7,2,5.8,4.5,1,0,13,4,0,9,10,7,10,0
1893,58,Female,USA,Analyst,HR,19,14,Medium,34,1,82,4,1,0,38,5,8,6.5,4.4,1,0,8,10,0,10,6,5,5,1
1894,48,Female,India,Analyst,Operations,23,21,Low,37,1,61,3,1,1,10,7,5,8.3,6.0,0,1,6,8,1,9,2,3,8,0
1895,54,Female,USA,HR,HR,20,4,Medium,57,1,30,10,0,1,18,6,10,4.6,5.5,1,0,1,9,1,10,9,6,3,1
1896,25,Female,Germany,Designer,Finance,10,4,Medium,42,0,60,6,1,1,10,8,3,7.7,4.1,0,0,5,8,1,5,6,10,2,0
1897,43,Female,UK,HR,HR,23,16,Medium,60,1,25,7,0,2,24,3,2,5.5,4.3,1,0,12,10,1,3,1,9,10,0
1898,23,Female,UK,HR,HR,16,17,High,51,1,68,4,1,1,0,8,4,5.2,5.7,1,0,8,3,1,8,5,3,4,0
1899,31,Female,Germany,Developer,Finance,7,22,Medium,41,0,56,3,0,0,31,7,8,5.4,5.8,1,0,10,7,1,9,7,2,7,1
1900,26,Female,UK,Developer,Finance,26,4,Low,57,0,19,3,1,2,20,1,1,4.7,5.0,0,0,10,8,1,9,1,9,9,0
1901,31,Female,Canada,Developer,Tech,12,6,Low,58,0,65,3,1,0,12,3,10,8.5,4.6,1,0,9,3,1,1,7,5,3,1
1902,54,Female,India,Manager,Tech,26,21,High,45,1,20,9,0,2,33,10,3,8.0,0.7,0,1,0,1,1,10,5,10,3,0
1903,59,Female,India,Developer,Tech,19,11,Low,43,1,114,3,1,2,16,4,1,6.6,5.0,1,1,11,7,1,5,5,5,7,0
1904,34,Female,India,Designer,Tech,17,9,Low,54,0,59,3,0,0,18,9,2,7.4,1.5,1,0,4,3,1,10,2,7,1,0
1905,52,Female,UK,HR,HR,26,15,Low,52,0,62,8,0,1,9,6,10,6.7,3.4,1,1,8,1,1,9,4,2,7,1
1906,57,Female,UK,Designer,HR,21,14,Medium,39,0,50,4,1,0,8,7,7,7.7,2.4,1,0,11,7,0,3,9,10,2,0
1907,45,Female,USA,Developer,Tech,15,5,Low,40,1,99,7,0,2,10,5,1,7.9,2.1,1,1,2,7,0,7,2,5,10,0
1908,36,Female,USA,Manager,Operations,1,15,High,55,1,91,3,1,2,37,3,9,5.4,1.9,1,0,2,4,0,9,9,8,1,1
1909,50,Female,India,Manager,Tech,4,17,High,62,0,83,8,1,0,30,5,8,6.3,5.1,1,0,11,2,0,2,8,8,10,0
1910,29,Female,Canada,HR,Operations,17,16,High,56,0,100,3,1,1,1,7,1,7.0,4.6,0,0,11,10,0,2,4,10,9,0
1911,26,Female,USA,Designer,Finance,2,11,Low,48,1,38,5,0,2,23,9,10,8.4,3.1,0,0,9,5,0,5,2,7,1,1
1912,50,Female,USA,Analyst,HR,26,15,High,60,1,99,1,1,1,4,9,1,7.2,4.0,1,1,8,9,1,8,6,5,8,0
1913,25,Female,UK,Designer,HR,21,24,High,34,1,10,5,0,0,29,8,2,8.1,5.9,1,0,2,6,0,10,7,4,10,0
1914,33,Female,Canada,Developer,Operations,16,6,High,52,1,118,6,1,1,38,5,2,7.9,2.4,1,0,12,10,1,5,2,2,7,0
1915,23,Female,India,Analyst,Tech,15,23,Medium,39,0,56,7,1,2,34,7,6,6.8,3.3,1,1,10,9,1,8,8,2,10,0
1916,48,Female,USA,Manager,HR,5,10,Medium,45,0,2,2,0,1,16,4,1,8.1,3.2,1,1,8,1,0,4,9,3,9,0
1917,52,Female,Canada,HR,Operations,18,5,Low,47,0,36,2,1,0,30,10,4,6.0,5.6,1,0,11,2,0,9,5,3,5,1
1918,57,Female,Canada,HR,Finance,6,4,High,49,0,83,9,0,2,1,5,7,6.0,2.1,0,0,9,6,0,4,6,7,3,0
1919,57,Female,India,Manager,Finance,17,21,Low,62,1,95,10,0,0,15,4,9,7.6,5.9,0,1,14,3,0,5,6,6,1,1
1920,47,Female,Canada,Developer,HR,13,10,Low,42,1,110,1,0,1,20,3,10,5.0,1.8,0,0,2,2,1,7,10,1,2,1
1921,48,Female,Canada,Manager,Tech,5,19,High,51,0,24,2,0,2,29,1,3,5.7,0.7,1,1,7,6,1,9,2,6,6,0
1922,26,Female,Canada,Developer,Operations,7,15,Medium,35,0,20,2,0,1,0,5,4,6.9,1.1,0,1,9,7,1,5,1,5,8,0
1923,41,Female,USA,Analyst,HR,14,9,Low,51,0,113,10,0,2,13,2,5,6.2,2.6,1,0,11,4,1,7,5,6,9,0
1924,32,Female,India,Manager,Finance,14,11,High,62,1,79,7,1,1,15,6,5,8.3,3.9,0,1,13,10,0,4,6,8,8,0
1925,31,Female,Canada,Developer,Tech,14,14,High,51,0,111,6,0,1,8,5,2,8.3,3.1,0,0,8,9,1,2,1,1,2,0
1926,59,Female,Canada,Analyst,Operations,15,16,Low,42,0,41,9,0,1,7,2,5,6.5,2.3,1,1,2,3,1,2,8,6,1,0
1927,27,Female,USA,Manager,HR,0,16,High,32,1,0,7,0,2,8,8,10,6.7,3.4,0,1,0,2,1,5,5,4,10,0
1928,29,Female,India,HR,Operations,10,17,Low,49,0,22,3,1,2,33,5,1,7.4,5.0,1,1,12,5,0,2,5,9,4,0
1929,44,Female,UK,Manager,Tech,26,5,Low,64,0,106,3,0,0,32,2,7,6.3,5.0,1,1,8,9,1,2,8,10,5,1
1930,47,Female,USA,Designer,Tech,28,17,Low,49,0,112,1,1,0,21,1,5,5.3,4.4,1,1,6,1,0,2,8,8,10,1
1931,33,Female,India,Manager,Finance,24,21,Low,62,0,23,8,0,0,29,2,6,7.5,5.7,1,1,5,6,0,4,9,7,6,0
1932,47,Female,Canada,Designer,Tech,4,22,Low,46,0,46,1,0,3,6,1,9,7.5,3.5,1,0,11,8,1,8,4,3,4,1
1933,34,Female,India,Analyst,HR,4,16,Low,37,0,88,2,0,3,17,10,3,5.5,0.0,0,1,3,7,0,7,3,9,5,0
1934,39,Female,India,Manager,Operations,28,10,High,39,1,6,7,0,0,20,10,1,7.8,1.7,1,1,4,6,1,5,10,3,8,0
1935,46,Female,India,Analyst,Tech,27,7,Medium,53,1,37,1,1,1,4,3,8,7.0,2.0,0,1,6,3,1,7,2,6,10,0
1936,54,Female,UK,Analyst,Tech,20,21,High,32,1,110,4,1,0,6,3,2,5.4,3.3,0,1,8,9,0,6,1,2,3,0
1937,33,Female,India,Developer,HR,5,6,Medium,44,1,46,9,0,3,11,10,2,7.1,5.4,0,0,5,5,0,8,10,8,1,0
1938,57,Female,UK,Analyst,Operations,1,16,Low,55,0,102,8,0,0,16,1,10,5.4,5.0,1,0,11,1,1,8,5,1,9,1
1939,25,Female,Canada,Analyst,Operations,5,18,High,52,1,34,8,0,1,23,7,4,5.6,1.4,1,1,3,9,1,7,6,1,9,0
1940,26,Female,UK,Manager,Finance,13,22,High,35,0,77,3,1,0,36,10,5,7.9,3.1,1,1,11,10,1,5,8,8,2,0
1941,58,Female,Canada,Manager,Finance,10,8,Low,38,0,61,5,1,1,18,7,1,8.2,4.0,1,0,3,9,1,6,6,9,3,0
1942,29,Female,Canada,HR,Operations,3,8,Low,43,0,72,4,1,0,15,9,3,5.5,5.9,0,0,9,1,0,10,2,10,8,0
1943,49,Female,UK,Developer,HR,23,5,Medium,44,0,2,8,1,1,24,5,8,8.2,0.2,1,0,14,7,0,8,8,9,3,0
1944,52,Female,USA,Analyst,HR,28,17,Medium,47,1,101,7,1,1,26,4,6,5.5,2.8,1,1,2,9,0,7,5,8,3,0
1945,30,Female,Germany,Developer,Finance,26,5,High,37,0,19,7,1,1,6,5,3,5.0,5.9,0,1,1,2,1,5,3,10,6,0
1946,50,Female,India,Designer,Tech,24,13,Low,45,0,104,10,1,0,7,8,7,4.7,5.9,0,0,3,10,1,10,6,8,6,0
1947,35,Female,Germany,Analyst,HR,8,5,Low,62,0,96,10,1,1,14,8,6,5.5,2.0,1,0,14,6,0,8,6,4,7,0
1948,43,Female,India,Developer,Tech,23,12,Medium,41,0,104,7,0,3,15,4,5,6.0,0.0,1,1,5,10,0,4,3,8,10,0
1949,32,Female,India,HR,HR,2,20,Medium,48,0,43,1,1,2,7,8,8,8.2,3.5,1,1,0,1,1,6,7,7,4,1
1950,44,Female,Canada,HR,Operations,25,3,Low,61,0,31,7,1,2,35,4,8,5.5,5.2,1,0,1,3,1,4,7,9,5,1
1951,22,Female,India,Analyst,Finance,15,18,Low,38,0,99,4,1,1,31,4,3,6.0,1.9,0,1,7,5,1,5,7,10,10,0
1952,58,Female,India,Designer,Tech,10,18,Medium,49,1,25,3,0,2,16,8,8,7.4,5.6,0,0,12,7,0,10,8,8,3,1
1953,42,Female,UK,HR,Tech,26,12,Medium,50,0,47,5,1,1,35,2,10,5.7,2.0,1,1,2,5,1,3,7,10,2,1
1954,47,Female,Germany,HR,Operations,3,3,Low,46,0,4,2,0,0,21,4,9,7.2,3.7,0,1,0,8,1,2,4,2,3,1
1955,57,Female,UK,Designer,HR,0,6,Medium,53,1,58,8,0,1,31,1,10,6.2,4.3,0,1,1,5,1,1,5,8,3,1
1956,44,Female,India,Developer,Tech,24,5,High,61,1,60,9,1,0,10,1,3,5.3,2.1,1,1,2,6,0,3,4,8,2,0
1957,22,Female,Canada,HR,HR,20,7,High,51,0,48,5,1,0,5,8,8,7.4,2.1,1,0,14,2,0,1,2,10,1,1
1958,36,Female,UK,Manager,Operations,21,14,Low,63,0,29,3,1,0,21,4,8,4.6,2.8,1,1,13,5,0,6,7,10,3,1
1959,42,Female,UK,HR,Finance,15,14,Low,56,1,16,10,1,0,13,6,7,5.7,5.0,1,1,14,7,1,2,3,9,1,1
1960,30,Female,USA,Developer,Tech,18,15,High,54,0,69,7,1,1,27,5,8,5.9,0.6,1,0,1,1,1,3,1,3,8,1
1961,30,Female,India,Developer,HR,15,14,Low,36,1,57,1,1,2,38,10,1,6.3,3.8,0,0,12,10,1,8,1,8,5,0
1962,31,Female,Canada,Analyst,Tech,10,18,Medium,61,0,62,10,1,1,11,6,3,7.2,4.1,1,0,3,9,0,5,9,8,6,0
1963,47,Female,UK,Manager,HR,25,15,Medium,58,1,60,3,0,3,26,4,6,6.3,3.3,1,1,12,9,1,2,3,10,10,0
1964,56,Female,UK,Developer,HR,7,7,Low,38,1,62,9,1,0,0,4,7,6.9,5.6,0,1,3,8,0,2,7,4,7,0
1965,46,Female,Canada,Designer,HR,22,6,Medium,36,1,14,2,0,0,9,7,7,6.9,3.6,1,1,10,9,1,3,9,5,7,0
1966,47,Female,India,Manager,Operations,0,23,Medium,46,0,0,9,1,3,32,1,6,6.0,3.8,1,0,9,5,1,3,7,2,4,0
1967,32,Female,USA,Manager,Finance,25,17,Medium,39,0,12,1,0,1,15,9,4,8.2,3.6,1,0,1,7,1,8,8,6,6,0
1968,59,Female,UK,Designer,Tech,27,14,Low,40,0,47,4,0,2,38,10,5,8.3,4.3,1,0,12,1,1,5,6,10,8,0
1969,23,Female,USA,HR,Finance,20,21,High,42,1,33,10,0,1,5,3,9,6.8,0.8,1,0,0,7,0,8,3,9,6,0
1970,28,Female,Germany,Designer,HR,25,23,Medium,53,1,29,6,1,1,24,4,1,4.8,5.4,1,1,2,9,1,4,1,3,7,0
1971,39,Female,India,Designer,HR,8,21,Medium,44,0,18,7,0,0,19,9,2,6.5,0.3,1,1,13,3,0,9,10,6,3,0
